,username,likes,replies,retweets,text,timestamp
1745,Elizabeth Warren,4925,137,615,"I’m grateful to an America that gave the daughter of a janitor a chance to become a public school teacher, a college professor, a United States Senator, and a candidate for president of the United States. And I’ll fight my heart out so every kid has that chance, too. #DemDebate",2019-11-21 04:38:28
1746,Elizabeth Warren,1415,288,233,"I just stepped off the debate stage feeling inspired. #MedicareForAll, Universal Child Care, universal free college—it’s all possible if we fight for it. Pitch in whatever you can right now to own a part of our grassroots movement. https://secure.actblue.com/donate/soc-nov19fr?refcode=soc-FR-ew-tw-debate-20191120 …",2019-11-21 04:36:13
1747,Elizabeth Warren,3681,128,638,"We have a lot of good ideas, yet we don't make change. Why not? Because of corruption. That’s why I have the biggest anti-corruption plan since Watergate. We have to have courage to tackle corruption head-on and fight for big, structural change. #DemDebate",2019-11-21 04:29:25
1748,Elizabeth Warren,14496,310,2168,"Abortion rights are human rights and economic rights. If abortion is made illegal in America, rich women will still get them. It's just going to fall hard on poor women and women of color. I’ve got a plan to protect access to abortion no matter what SCOTUS does. #DemDebate",2019-11-21 04:03:14
1749,Elizabeth Warren,2917,127,502,"When I found out our government was tearing families apart, I went to a detention center at the border. It was like a giant Amazon warehouse of women, babies, and children in cages. We must treat immigrants with dignity and live our values at the border every day. #DemDebate",2019-11-21 03:54:17
1750,Elizabeth Warren,2440,146,454,"Right now, Black Americans are more likely to borrow money for college and have a harder time paying off student loan debt. My plan to cancel student loan debt is a tangible and real way to help close the racial wealth gap. #DemDebate",2019-11-21 03:49:44
1751,Elizabeth Warren,1123,184,248,"Our defense budget is massively bloated—we need to end the cozy relationship between defense contractors and the Pentagon, then pull out a sharp knife and make real cuts. I've got a plan for that. #DemDebatehttps://elizabethwarren.com/plans/corporate-influence-pentagon …",2019-11-21 03:29:50
1752,Elizabeth Warren,731,29,164,"Child care is personal for me. My #UniversalChildCare plan guarantees high-quality child care and early education for every child. It’ll be free for millions of families, and affordable for all. Use my calculator to see how much your family would save:https://elizabethwarren.com/kids ",2019-11-21 02:51:45
1753,Elizabeth Warren,2091,175,386,Billionaires should pitch in a little more so that every family can have a shot at the American dream.pic.twitter.com/KiAoh5H04h,2019-11-21 02:49:52
1754,Elizabeth Warren,1122,65,192,"Tens of millions of Americans have skipped appointments or medications because they can’t afford it. As president, I’ll reverse Trump’s sabotage of the ACA, lower prices for drugs like insulin, lower the Medicare age to 50, and bring 135 million Americans into #MedicareForAll.",2019-11-21 02:31:35
1755,Elizabeth Warren,4528,579,645,"I’m tired of free-loading billionaires.

My #WealthTax asks them to pitch in a little more, so that every family can have a shot at the American dream. #DemDebate",2019-11-21 02:24:51
1756,Elizabeth Warren,2271,144,534,"Let me tell you what we can do with my #WealthTax:

 Universal Child Care
 Universal pre-k
 $800 billion dollars into our public schools
 $50 billion to #HBCUs
 Cancel student loan debt 

#DemDebate",2019-11-21 02:23:00
1757,Elizabeth Warren,1498,80,292,"My #WealthTax says: When you make it big, pitch in two cents so that everyone else can make it too. Regardless of party affiliation, our country is working better for the rich and powerful, and worse for everyone else. We need to make our economy work for everyone. #DemDebate",2019-11-21 02:21:53
1758,Elizabeth Warren,818,50,155,The way we achieve our goals and bring our country together is by talking about the things that unite us. We want to make this country work for all of us—not just the rich and the powerful. #DemDebate,2019-11-21 02:21:01
1759,Elizabeth Warren,1531,161,286,"The Mueller report shows how Donald Trump tried to obstruct justice and break the law—again and again and again. That's what's happened with Ukraine. No one is above the law, not even the president of the United States. #DemDebate",2019-11-21 02:15:05
1760,Elizabeth Warren,8557,269,1208,"Today’s hearing makes me wonder how Ambassador Sondland got there. This is not a man who had any qualifications except one: He wrote a check for a million dollars. In a Warren administration, we’re not going to give away ambassador posts to the highest bidder. #DemDebate",2019-11-21 02:14:14
1761,Elizabeth Warren,1711,63,360,"Politicians are supposed to compete over how many voters they can persuade, not how many they can disqualify or demoralize. I stand with @StaceyAbrams—and that's why I have a plan to guarantee the right to vote and end voter suppression.https://www.cnn.com/2019/11/20/opinions/georgia-debate-americans-voice-stacey-abrams/index.html …",2019-11-21 01:11:12
1762,Elizabeth Warren,1043,54,103,I had a wonderful time meeting Lily and her friend Jenny. Lily donated just $10 and won the @TeamWarren contest to join me at tonight's #DemDebate in Atlanta! Thank you both for being a part of this grassroots movement.pic.twitter.com/lKEgC2KoOv,2019-11-21 00:50:04
1763,Elizabeth Warren,1852,86,241,"Big, structural change can't wait. @AyannaPressley and I are fighting for it together.https://twitter.com/AyannaPressley/status/1197301311705886721 …",2019-11-21 00:14:52
1764,Elizabeth Warren,1981,324,340,"Donald Trump is the most corrupt president in our lifetimes. In a Warren administration, we’ll root out Washington corruption once and for all.

Will you chip in $3 before the #DemDebate tonight to help our campaign keep fighting?https://secure.actblue.com/donate/soc-nov19fr?refcode=soc-FR-ew-tw-runningcrowd-20191120 …",2019-11-20 21:58:40
1765,Elizabeth Warren,432,79,102,Desde aumentar el salario mínimo federal hasta combatir la discriminación sistémica y proteger el derecho de las trabajadoras latinas a sindicalizarse: estoy lista para luchar desde el primer día para cerrar la brecha salarial. #LatinaEqualPayDay http://ewar.ren/Latina-Equal-Pay …pic.twitter.com/kKTW1x7TyJ,2019-11-20 20:56:08
1766,Elizabeth Warren,702,78,181,"It's long past time to close the Latina pay gap, and I've got a plan for that. From raising the federal minimum wage, to fighting systemic discrimination, to protecting Latina workers’ rights to unionize—I'm ready to fight on day one. #LatinaEqualPayDay http://ewar.ren/LatinaEqualPay pic.twitter.com/fgYdvNpscq",2019-11-20 20:00:11
1767,Elizabeth Warren,3792,351,852,"37 million Americans didn’t fill a prescription because of costs. 
36 million skipped a recommended test or treatment because of costs. 
40 million didn’t go to a doctor to check out a health problem because of costs.
This should never happen. It's time for #MedicareForAll.",2019-11-20 19:11:16
1768,Joe Biden,753,102,175,"25 years ago, California approved Prop. 187 — a measure designed to strategically disenfranchise immigrant communities by stripping away access to health care and education.",2019-11-08 23:07:04
1769,Joe Biden,2303,386,522,"President Trump’s trade war is reckless, and hurting our farmers every day.https://www.washingtonpost.com/business/economy/in-latest-china-pivot-trump-says-partial-trade-deal-might-not-be-completed-this-year/2019/11/08/b3d65bd4-024d-11ea-9518-1e76abc088b6_story.html …",2019-11-08 21:24:00
1770,Joe Biden,1738,207,301,"Every kid deserves a quality education and every family deserves to live in a safe, healthy community. That's why I support the California #SchoolsAndCommunitiesFirst initiative that will make corporations pay their fair share and invest in our communities to help them thrive.",2019-11-08 17:28:00
1771,Joe Biden,1797,641,314,"I’m more optimistic about our future today than I was when I got elected to the Senate as a 29-year-old. If we unite this country, America’s best days still lie ahead.

If you agree, chip in today:https://joe.link/34EnY9D ",2019-11-08 02:29:00
1772,Joe Biden,14298,459,2004,I led the successful fight in the 1980s to stop Jeff Sessions’ nomination for a federal judgeship. I hope the people of Alabama will stop him from rejoining the Senate next year.,2019-11-08 02:07:00
1773,Joe Biden,2518,153,594,Getting the Violence Against Women Act passed is one of the highlights of my whole career. Now Senate Republicans are refusing to reauthorize it. To all the advocates and survivors speaking out - your voice makes all the difference. It always has. So keep it up. #VAWA4ALL,2019-11-07 19:58:00
1774,Joe Biden,3136,481,657,We’ve come too far with the Affordable Care Act to tear it down and start over. Building on Obamacare with a new public option is the best way to lower costs and achieve universal coverage.https://qctimes.com/news/state-and-regional/govt-and-politics/biden-backers-in-iowa-support-public-option-on-health-care/article_e1561e66-1c2e-5331-8488-454f0461fc46.html#tracking-source=home-top-story-1 …,2019-11-07 18:10:00
1775,Joe Biden,1063,144,204,"Proud to stand with the @GeneralMills @RWDSU members in their fight for a fair contract. Every worker deserves the dignity that comes with fair wages, good benefits, and job security.",2019-11-07 03:22:00
1776,Joe Biden,40633,2249,5060,"Every day that Donald Trump sits in the Oval Office, he proves how unfit he is to lead our country. We cannot give him eight years in the White House.",2019-11-07 01:30:00
1777,Joe Biden,1760,229,320,"Last night's results showed that Democrats can take back our country, starting with Virginia, and begin the hard work of growing a stronger, more inclusive middle class and restoring the soul of our nation.

Chip in to help us take back the White House:https://secure.actblue.com/donate/biden2020_fr_q42019-social?source=social-tw-20191106eday&refcode=social-tw-20191106eday&utm_medium=social&utm_source=tw&utm_campaign=20191106eday …",2019-11-07 01:00:00
1778,Joe Biden,753,102,175,"25 years ago, California approved Prop. 187 — a measure designed to strategically disenfranchise immigrant communities by stripping away access to health care and education.",2019-11-08 23:07:04
1779,Joe Biden,2303,386,522,"President Trump’s trade war is reckless, and hurting our farmers every day.https://www.washingtonpost.com/business/economy/in-latest-china-pivot-trump-says-partial-trade-deal-might-not-be-completed-this-year/2019/11/08/b3d65bd4-024d-11ea-9518-1e76abc088b6_story.html …",2019-11-08 21:24:00
1780,Joe Biden,1738,207,301,"Every kid deserves a quality education and every family deserves to live in a safe, healthy community. That's why I support the California #SchoolsAndCommunitiesFirst initiative that will make corporations pay their fair share and invest in our communities to help them thrive.",2019-11-08 17:28:00
1781,Joe Biden,1797,641,314,"I’m more optimistic about our future today than I was when I got elected to the Senate as a 29-year-old. If we unite this country, America’s best days still lie ahead.

If you agree, chip in today:https://joe.link/34EnY9D ",2019-11-08 02:29:00
1782,Joe Biden,14298,459,2004,I led the successful fight in the 1980s to stop Jeff Sessions’ nomination for a federal judgeship. I hope the people of Alabama will stop him from rejoining the Senate next year.,2019-11-08 02:07:00
1783,Joe Biden,2518,153,594,Getting the Violence Against Women Act passed is one of the highlights of my whole career. Now Senate Republicans are refusing to reauthorize it. To all the advocates and survivors speaking out - your voice makes all the difference. It always has. So keep it up. #VAWA4ALL,2019-11-07 19:58:00
1784,Joe Biden,3136,481,657,We’ve come too far with the Affordable Care Act to tear it down and start over. Building on Obamacare with a new public option is the best way to lower costs and achieve universal coverage.https://qctimes.com/news/state-and-regional/govt-and-politics/biden-backers-in-iowa-support-public-option-on-health-care/article_e1561e66-1c2e-5331-8488-454f0461fc46.html#tracking-source=home-top-story-1 …,2019-11-07 18:10:00
1785,Joe Biden,1063,144,204,"Proud to stand with the @GeneralMills @RWDSU members in their fight for a fair contract. Every worker deserves the dignity that comes with fair wages, good benefits, and job security.",2019-11-07 03:22:00
1786,Joe Biden,40633,2249,5060,"Every day that Donald Trump sits in the Oval Office, he proves how unfit he is to lead our country. We cannot give him eight years in the White House.",2019-11-07 01:30:00
1787,Joe Biden,1760,229,320,"Last night's results showed that Democrats can take back our country, starting with Virginia, and begin the hard work of growing a stronger, more inclusive middle class and restoring the soul of our nation.

Chip in to help us take back the White House:https://secure.actblue.com/donate/biden2020_fr_q42019-social?source=social-tw-20191106eday&refcode=social-tw-20191106eday&utm_medium=social&utm_source=tw&utm_campaign=20191106eday …",2019-11-07 01:00:00
1788,Joe Biden,4134,468,766,The American people can’t afford four more years of Donald Trump’s art of no deals.,2019-10-31 23:45:00
1789,Joe Biden,3987,165,344,Happy Halloween from the entire Biden family! We hope your night is filled with few tricks and plenty of treats.pic.twitter.com/BVlT681L53,2019-10-31 23:15:00
1790,Joe Biden,3391,346,901,"President Trump is undermining our health care and trying to repeal the Affordable Care Act at every turn. As a result, 400,000 additional children are uninsured. It’s cruel.

I will protect and build on Obamacare to ensure every American has access to the care they need.https://twitter.com/CNN/status/1189610467028885505 …",2019-10-31 21:03:08
1791,Joe Biden,1660,87,319,.@DrBiden and I are grateful for the brave first responders working around the clock to contain the California fires. Our thoughts are with the Californians affected by the fires; our prayers will be for your safety.https://www.nytimes.com/2019/10/31/us/california-fire.html …,2019-10-31 20:26:00
1792,Joe Biden,7693,1336,629,"Sorry America, the correct answer is Snickers.https://twitter.com/CNN/status/1189902357573853186 …",2019-10-31 19:47:03
1793,Joe Biden,1831,252,422,"Congress must do its duty to ensure that Donald Trump's assault on the Constitution does not seep beyond his presidency, with a lasting and devastating impact on our democracy.pic.twitter.com/6zBWnwEpxI",2019-10-31 18:50:00
1794,Joe Biden,2520,423,570,"Donald Trump's erratic foreign policy has abandoned our allies, abdicated our leadership, and tarnished our reputation. It has to stop.

In a Biden administration, America will once again lead by example and rally the world to meet our common challenges.https://joebiden.com/AmericanLeadership/ …",2019-10-30 23:10:00
1795,Joe Biden,11258,943,1837,Our planet cannot afford four more years of Donald Trump in the White House.https://twitter.com/nytimes/status/1189331123563839488 …,2019-10-30 22:08:59
1796,Joe Biden,1429,289,327,"We are at a crucial moment. We can survive four years of Donald Trump, but if we give him eight years in the White House, he will forever alter the character of our nation. We cannot let that happen.

Chip in to help us make Trump a one-term president:https://secure.actblue.com/donate/biden2020_fr_q42019-social?source=social-tw-20191030onetermpres&refcode=social-tw-20191030onetermpres&utm_medium=social&utm_source=tw&utm_campaign=20191030onetermpres …",2019-10-30 19:52:00
1797,Joe Biden,18676,1459,4051,"Lt. Col. Alexander S. Vindman’s testimony made clear what we already knew: Donald Trump pressured Ukraine to interfere in our elections on his behalf and the White House tried to cover it up.

We cannot let Trump get away with this abuse of power. He must be impeached.https://twitter.com/CNN/status/1189507802932404224 …",2019-10-30 18:44:14
1798,Joe Biden,653,90,161,"Proud to stand in solidarity with @TWULocal100 and @Transportworker in their fight for a fair contract. The 40,000+ bus and subway workers who move New York deserve the dignity that comes with fair wages, good benefits, and job security. #TWUrally2019",2019-10-30 15:20:00
1799,Joe Biden,1433,206,345,I’ve seen firsthand how hard educators work with little pay and few resources. We must do better. A Biden administration will ensure our educators finally receive the pay and dignity they deserve.https://www.axios.com/teacher-shortage-student-learning-a9a859b8-a593-4ba0-b6d2-a566ff3e9253.html …,2019-10-30 14:06:00
1800,Joe Biden,12906,952,2555,"With Trump, it’s always all about him. It's all about beating his chest about what he's done, the stable genius that he is. We need a real leader.https://twitter.com/jimmykimmel/status/1189153270167564288 …",2019-10-30 01:57:03
1801,Joe Biden,5256,652,1028,"Every day that Donald Trump sits in the Oval Office is a dangerous day for the United States. His erratic, impulsive decisions threaten our standing in the world and make us all less safe.https://www.washingtonpost.com/opinions/2019/10/29/joe-biden-says-trump-has-no-foreign-policy-interview/#click=https://t.co/GapWrhCv04 …",2019-10-30 00:25:00
1802,Joe Biden,4134,468,766,The American people can’t afford four more years of Donald Trump’s art of no deals.,2019-10-31 23:45:00
1803,Joe Biden,3987,165,344,Happy Halloween from the entire Biden family! We hope your night is filled with few tricks and plenty of treats.pic.twitter.com/BVlT681L53,2019-10-31 23:15:00
1804,Joe Biden,3391,346,901,"President Trump is undermining our health care and trying to repeal the Affordable Care Act at every turn. As a result, 400,000 additional children are uninsured. It’s cruel.

I will protect and build on Obamacare to ensure every American has access to the care they need.https://twitter.com/CNN/status/1189610467028885505 …",2019-10-31 21:03:08
1805,Joe Biden,1660,87,319,.@DrBiden and I are grateful for the brave first responders working around the clock to contain the California fires. Our thoughts are with the Californians affected by the fires; our prayers will be for your safety.https://www.nytimes.com/2019/10/31/us/california-fire.html …,2019-10-31 20:26:00
1806,Joe Biden,7693,1336,629,"Sorry America, the correct answer is Snickers.https://twitter.com/CNN/status/1189902357573853186 …",2019-10-31 19:47:03
1807,Joe Biden,1831,252,422,"Congress must do its duty to ensure that Donald Trump's assault on the Constitution does not seep beyond his presidency, with a lasting and devastating impact on our democracy.pic.twitter.com/6zBWnwEpxI",2019-10-31 18:50:00
1808,Joe Biden,2520,423,570,"Donald Trump's erratic foreign policy has abandoned our allies, abdicated our leadership, and tarnished our reputation. It has to stop.

In a Biden administration, America will once again lead by example and rally the world to meet our common challenges.https://joebiden.com/AmericanLeadership/ …",2019-10-30 23:10:00
1809,Joe Biden,11258,943,1837,Our planet cannot afford four more years of Donald Trump in the White House.https://twitter.com/nytimes/status/1189331123563839488 …,2019-10-30 22:08:59
1810,Joe Biden,1429,289,327,"We are at a crucial moment. We can survive four years of Donald Trump, but if we give him eight years in the White House, he will forever alter the character of our nation. We cannot let that happen.

Chip in to help us make Trump a one-term president:https://secure.actblue.com/donate/biden2020_fr_q42019-social?source=social-tw-20191030onetermpres&refcode=social-tw-20191030onetermpres&utm_medium=social&utm_source=tw&utm_campaign=20191030onetermpres …",2019-10-30 19:52:00
1811,Joe Biden,18676,1459,4051,"Lt. Col. Alexander S. Vindman’s testimony made clear what we already knew: Donald Trump pressured Ukraine to interfere in our elections on his behalf and the White House tried to cover it up.

We cannot let Trump get away with this abuse of power. He must be impeached.https://twitter.com/CNN/status/1189507802932404224 …",2019-10-30 18:44:14
1812,Joe Biden,653,90,161,"Proud to stand in solidarity with @TWULocal100 and @Transportworker in their fight for a fair contract. The 40,000+ bus and subway workers who move New York deserve the dignity that comes with fair wages, good benefits, and job security. #TWUrally2019",2019-10-30 15:20:00
1813,Joe Biden,1433,206,345,I’ve seen firsthand how hard educators work with little pay and few resources. We must do better. A Biden administration will ensure our educators finally receive the pay and dignity they deserve.https://www.axios.com/teacher-shortage-student-learning-a9a859b8-a593-4ba0-b6d2-a566ff3e9253.html …,2019-10-30 14:06:00
1814,Joe Biden,12906,952,2555,"With Trump, it’s always all about him. It's all about beating his chest about what he's done, the stable genius that he is. We need a real leader.https://twitter.com/jimmykimmel/status/1189153270167564288 …",2019-10-30 01:57:03
1815,Joe Biden,5256,652,1028,"Every day that Donald Trump sits in the Oval Office is a dangerous day for the United States. His erratic, impulsive decisions threaten our standing in the world and make us all less safe.https://www.washingtonpost.com/opinions/2019/10/29/joe-biden-says-trump-has-no-foreign-policy-interview/#click=https://t.co/GapWrhCv04 …",2019-10-30 00:25:00
1816,Joe Biden,1631,511,591,The Trump Administration is abandoning the Haitian people while the country’s political crisis is paralyzing that nation.https://www.nytimes.com/2019/10/20/world/americas/Haiti-crisis-violence.html …,2019-10-23 23:25:48
1817,Joe Biden,1065,123,230,"I'm proud to stand with @seiuhcpa and Regional Hospital of Scranton workers in their fight for higher wages, access to affordable health insurance, and a fair contract that invests in the future of their hospital.",2019-10-23 23:01:00
1818,Joe Biden,1869,230,411,"Let’s be clear, this ban is dangerous and directly violates a woman's constitutional right to choose. We must stop it.
 
As president, I will codify Roe into federal law and ensure this choice remains between a woman and her doctor.https://www.thestate.com/news/politics-government/article236516018.html …",2019-10-23 19:22:00
1819,Joe Biden,830,183,255,"WATCH LIVE: Joe Biden Speaks in Scranton, Pennsylvaniahttps://www.pscp.tv/w/cIBYtTFvUEVMQkJiT2xyS2R8MU9kS3JMWXlQTU9KWCf7zLJ7S5GIkBkcXGNK_VceyEqhjr1ybFMpz0FsLQYM …",2019-10-23 14:18:29
1820,Joe Biden,1841,312,318,"This morning, I’ll be in my hometown of Scranton, Pennsylvania, to discuss my plans to build a middle class where everyone comes along. Tune in at 10:00 AM ET to watch live:https://joebiden.com/live/ ",2019-10-23 13:19:08
1821,Joe Biden,15742,20223,3895,This wasn’t the right word to use and I’m sorry about that. Trump on the other hand chose his words deliberately today in his use of the word lynching and continues to stoke racial divides in this country daily.https://twitter.com/CNNPolitics/status/1186782381639983107?s=20 …,2019-10-23 02:23:20
1822,Joe Biden,11713,1131,1849,"The moral obligation of our time is to restore, rebuild, and respect the backbone of America—the middle class. That mission will be my North Star as president.",2019-10-22 22:50:00
1823,Joe Biden,2322,270,535,Our gun and domestic violence epidemics are linked — and we must take action to end them both. Leader McConnell should allow a vote on the House-passed VAWA reauthorization to close loopholes and keep firearms out of the hands of dangerous individuals.https://time.com/5702435/domestic-violence-gun-violence/ …,2019-10-22 20:45:00
1824,Joe Biden,1874,191,379,"There used to be a basic bargain in America—when your company did well, you shared in the prosperity. We must restore that bargain & stand up to corporate profiteering.

I support @Teamsters25 as they strike against @RepublicService for a living wage, health care, and pensions.",2019-10-22 18:15:00
1825,Joe Biden,47058,4353,7625,"Impeachment is not ""lynching,"" it is part of our Constitution. Our country has a dark, shameful history with lynching, and to even think about making this comparison is abhorrent. It's despicable.https://twitter.com/realDonaldTrump/status/1186611272231636992 …",2019-10-22 17:10:22
1826,Joe Biden,763,254,186,"Las armas de asalto y los cartuchos de alta capacidad no tienen lugar en nuestras comunidades. Yo me enfrente al @NRA una vez antes para prohibirlos, y lo volveré a hacer en la Casa Blanca.https://www.nbcnews.com/news/us-news/want-save-lives-mass-shootings-ban-large-capacity-magazines-researchers-n1066551 …",2019-10-22 15:40:00
1827,Joe Biden,1631,511,591,The Trump Administration is abandoning the Haitian people while the country’s political crisis is paralyzing that nation.https://www.nytimes.com/2019/10/20/world/americas/Haiti-crisis-violence.html …,2019-10-23 23:25:48
1828,Joe Biden,1065,123,230,"I'm proud to stand with @seiuhcpa and Regional Hospital of Scranton workers in their fight for higher wages, access to affordable health insurance, and a fair contract that invests in the future of their hospital.",2019-10-23 23:01:00
1829,Joe Biden,1869,230,411,"Let’s be clear, this ban is dangerous and directly violates a woman's constitutional right to choose. We must stop it.
 
As president, I will codify Roe into federal law and ensure this choice remains between a woman and her doctor.https://www.thestate.com/news/politics-government/article236516018.html …",2019-10-23 19:22:00
1830,Joe Biden,830,183,255,"WATCH LIVE: Joe Biden Speaks in Scranton, Pennsylvaniahttps://www.pscp.tv/w/cIBYtTFvUEVMQkJiT2xyS2R8MU9kS3JMWXlQTU9KWCf7zLJ7S5GIkBkcXGNK_VceyEqhjr1ybFMpz0FsLQYM …",2019-10-23 14:18:29
1831,Joe Biden,1841,312,318,"This morning, I’ll be in my hometown of Scranton, Pennsylvania, to discuss my plans to build a middle class where everyone comes along. Tune in at 10:00 AM ET to watch live:https://joebiden.com/live/ ",2019-10-23 13:19:08
1832,Joe Biden,15742,20223,3895,This wasn’t the right word to use and I’m sorry about that. Trump on the other hand chose his words deliberately today in his use of the word lynching and continues to stoke racial divides in this country daily.https://twitter.com/CNNPolitics/status/1186782381639983107?s=20 …,2019-10-23 02:23:20
1833,Joe Biden,11713,1131,1849,"The moral obligation of our time is to restore, rebuild, and respect the backbone of America—the middle class. That mission will be my North Star as president.",2019-10-22 22:50:00
1834,Joe Biden,2322,270,535,Our gun and domestic violence epidemics are linked — and we must take action to end them both. Leader McConnell should allow a vote on the House-passed VAWA reauthorization to close loopholes and keep firearms out of the hands of dangerous individuals.https://time.com/5702435/domestic-violence-gun-violence/ …,2019-10-22 20:45:00
1835,Joe Biden,1874,191,379,"There used to be a basic bargain in America—when your company did well, you shared in the prosperity. We must restore that bargain & stand up to corporate profiteering.

I support @Teamsters25 as they strike against @RepublicService for a living wage, health care, and pensions.",2019-10-22 18:15:00
1836,Joe Biden,47058,4353,7625,"Impeachment is not ""lynching,"" it is part of our Constitution. Our country has a dark, shameful history with lynching, and to even think about making this comparison is abhorrent. It's despicable.https://twitter.com/realDonaldTrump/status/1186611272231636992 …",2019-10-22 17:10:22
1837,Joe Biden,763,254,186,"Las armas de asalto y los cartuchos de alta capacidad no tienen lugar en nuestras comunidades. Yo me enfrente al @NRA una vez antes para prohibirlos, y lo volveré a hacer en la Casa Blanca.https://www.nbcnews.com/news/us-news/want-save-lives-mass-shootings-ban-large-capacity-magazines-researchers-n1066551 …",2019-10-22 15:40:00
1838,Joe Biden,9970,412,2004,"We are truly in a battle for the soul of our nation, and it’s up to all of us to stand up and reject intolerance in all its forms. We must give hate no safe harbor.https://twitter.com/NBCNews/status/1186289318467440642 …",2019-10-22 00:31:18
1839,Joe Biden,2853,304,519,"For days, pundits have let Donald Trump define the conversation around tonight's #DemDebate.

Well, Trump doesn't get to pick the Democratic nominee. And I’m not going to be distracted by all his lies, smears, distortions, and name-calling. He’s picked a fight with the wrong guy.",2019-10-15 23:36:37
1840,Joe Biden,1414,137,289,"Philadelphia's office cleaners work hard every day to keep the city's buildings clean. They deserve the dignity that comes with a living wage, access to health care, and a secure retirement. I stand with @32BJSEIU cleaners in their fight for a fair contract. #BuildingJustice",2019-10-15 23:01:00
1841,Joe Biden,9369,787,1851,"Overturning Citizens United isn’t enough. Ridding our politics of big money and corporate special interests demands more. We must go further.

I will introduce a constitutional amendment to get all private dollars out of our federal elections.",2019-10-15 20:35:00
1842,Joe Biden,14276,1350,3101,"President Trump is leading the most corrupt administration in modern American history. It’s got to end.

We must restore integrity to our government and ensure our elected officials work for all Americans — not just the powerful.https://www.cnn.com/2019/10/14/politics/joe-biden-government-ethics-plan/index.html?utm_content=2019-10-14T11%3A47%3A19&utm_term=image&utm_source=twCNNp&utm_medium=social …",2019-10-15 18:55:00
1843,Joe Biden,199075,22445,31021,Donald Trump is the most corrupt president in modern American history.,2019-10-15 01:10:00
1844,Joe Biden,3205,285,677,"The news from Fort Worth is heartbreaking. Atatiana Jefferson should still be alive today. We cannot allow this to keep happening, we must reform our policing practices and hold officers accountable for their actions.https://www.npr.org/2019/10/13/769891781/fort-worth-officer-kills-woman-in-her-bedroom-in-response-to-open-structure-call …",2019-10-15 00:15:00
1845,Joe Biden,16289,1871,3290,"Donald Trump is the definition of corruption. At every turn, he has abused the power of the presidency to benefit his bottom line and weaponized the Executive Branch to serve himself.

I’ll ensure our government works for the people—not just Donald Trump.https://joebiden.com/governmentreform/ …",2019-10-14 23:45:00
1846,Joe Biden,3015,409,712,"Overturning Citizens United is an important step in ending the corrupting influence of money in our politics, but we must go further.

As president, I will introduce a constitutional amendment to eliminate all private dollars from our federal elections. http://JoeBiden.com/GovernmentReform …pic.twitter.com/7BASgRd0EN",2019-10-14 22:45:00
1847,Joe Biden,4424,378,791,"On #IndigenousPeoplesDay, we recognize the resiliency of indigenous communities and celebrate their rich contributions to society—while recommitting to the work that remains to come to terms with our past as a nation, to honor our promises, and work to right our wrongs.",2019-10-14 19:05:00
1848,Joe Biden,8213,1572,1939,"Our Constitution begins with three simple words, “We the People” — not “We the Donors.” But for too long, corporations and special interests have corrupted our political process and rigged it in their favor.

Today, I’m releasing my plan to change that: http://JoeBiden.com/GovernmentReform …",2019-10-14 17:12:00
1849,Joe Biden,23563,1330,6292,"President Trump betrayed our partners, the Syrian Democratic Forces, and endangered our hard-won gains against ISIS. Our troops are left in the middle of a war with no plan other than retreat.

He has failed as Commander-in-Chief to safeguard our country & protect our troops.https://twitter.com/nytimes/status/1183378120788844544 …",2019-10-14 01:25:02
1850,Joe Biden,2853,304,519,"For days, pundits have let Donald Trump define the conversation around tonight's #DemDebate.

Well, Trump doesn't get to pick the Democratic nominee. And I’m not going to be distracted by all his lies, smears, distortions, and name-calling. He’s picked a fight with the wrong guy.",2019-10-15 23:36:37
1851,Joe Biden,1414,137,289,"Philadelphia's office cleaners work hard every day to keep the city's buildings clean. They deserve the dignity that comes with a living wage, access to health care, and a secure retirement. I stand with @32BJSEIU cleaners in their fight for a fair contract. #BuildingJustice",2019-10-15 23:01:00
1852,Joe Biden,9369,787,1851,"Overturning Citizens United isn’t enough. Ridding our politics of big money and corporate special interests demands more. We must go further.

I will introduce a constitutional amendment to get all private dollars out of our federal elections.",2019-10-15 20:35:00
1853,Joe Biden,14276,1350,3101,"President Trump is leading the most corrupt administration in modern American history. It’s got to end.

We must restore integrity to our government and ensure our elected officials work for all Americans — not just the powerful.https://www.cnn.com/2019/10/14/politics/joe-biden-government-ethics-plan/index.html?utm_content=2019-10-14T11%3A47%3A19&utm_term=image&utm_source=twCNNp&utm_medium=social …",2019-10-15 18:55:00
1854,Joe Biden,199075,22445,31021,Donald Trump is the most corrupt president in modern American history.,2019-10-15 01:10:00
1855,Joe Biden,3205,285,677,"The news from Fort Worth is heartbreaking. Atatiana Jefferson should still be alive today. We cannot allow this to keep happening, we must reform our policing practices and hold officers accountable for their actions.https://www.npr.org/2019/10/13/769891781/fort-worth-officer-kills-woman-in-her-bedroom-in-response-to-open-structure-call …",2019-10-15 00:15:00
1856,Joe Biden,16289,1871,3290,"Donald Trump is the definition of corruption. At every turn, he has abused the power of the presidency to benefit his bottom line and weaponized the Executive Branch to serve himself.

I’ll ensure our government works for the people—not just Donald Trump.https://joebiden.com/governmentreform/ …",2019-10-14 23:45:00
